Report ID,Drugs,Categories,Non-Substance,Context,Dose Method,Intensity,Gender,Title,Author,Date,Views
38660,Pharms - Tramadol[method]oral[amount]200 mg[form]daily,,,,,Medium,,"Turn Around, Blue Eyes",muidumees,Dec 12 2005,55827
38673,Pharms - Zaleplon[method]insufflated[form]ground / crushed,,,,,Light,,The Collapse,Sam,May 26 2006,11336
38676,"Benzodiazepines,Pharmaceuticals,Pharms - Alprazolam[method]oral[amount]40 mg[form]pill / tablet",,,,,Extreme,,It Isn't Worth It,ToastR,May 2 2007,85302
38687,Morning Glory[method]oral[amount]repeated[form]tea,,,,,Medium,,Experimentation,Psiberspider,May 7 2007,30922
38693,"MDMA[method]oral[amount]1 tablet[form]pill / tablet,Mushrooms[method]oral[amount]4 g[form]ground / crushed,Stimulants",,,,,Medium,,Stream of consciousness,Doug,Mar 10 2010,6668
38703,"2C-C[method]oral[amount]25 mg[form]capsule,Phenethylamine",,,,,Medium,,Absolute Euphoria,Tripped Out Kid,Jul 13 2006,19397
38709,"4-HO-DiPT[method]oral[amount]10 mg[form]capsule,5-MeO-DiPT[method]oral[amount]10 mg[form]capsule",,,,,Strong,,The Tesseract,trancemaster,Feb 2 2005,15496
38712,GHB[method]oral[amount]1 cap,,,,,Extreme,,Horrible Trip,Babz,Jan 11 2011,9123
38713,Cacti[method]oral[amount]12 in[form]plant material,,,,,Light,,Time Tunnel,Da_straz,Dec 6 2006,5453
38714,"H.B. Woodrose[method]oral[amount]5 seeds,Harmala Alkaloids,Syrian Rue[method]oral[amount]5.0 g[form]extract",,,,,Strong,,Frightening but Informative,Dan,Dec 28 2004,20856
38715,LSD[method]oral[amount]3 hits[form]blotter / tab,,,,,Strong,,Universe Mechanical Breakdown,Greg,Apr 10 2008,5574
38729,Mushrooms[method]oral[amount]3.5 g[form]dried,,,,,Medium,,Love in the Eyes of the Reaper (Becoming One),WideEyed,Nov 27 2005,49807
38731,"Benzodiazepines,Pharmaceuticals,Pharms - Alprazolam[method]oral[amount]0.5 mg[form]pill / tablet",,,,,Light,,Very Positive Results,Logical Thinker,Jun 30 2005,83916
38733,Cocaine[method]insufflated[amount]5 lines[form]powder / crystals,,,,,Medium,,The Coca Way,Zowert,Feb 29 2008,6988
38740,"5-MeO-AMT[method]oral[amount]10 mg[form]powder / crystals,DPT[method]IM[amount]40 mg[form]liquid",,,,,Medium,,"The Labyrinth, the Petal and the Statue",Linkeree,Sep 15 2005,9375
38743,"DPT[method]insufflated[amount]12 mg[form]powder / crystals,MDMA[method]oral[amount]49 mg[form]powder / crystals,Stimulants",,,,,Medium,,Powerful Yet Very Friendly Combination,crOOk,Nov 14 2009,8246
38749,Salvia divinorum[method]smoked[form]leaves,,,,,Strong,,I Didn't Know Which Universe Was Mine,Enter,Apr 25 2007,10442
38754,"Pharms - Paroxetine[method]oral[amount]50 mg[form]daily,SSRIs",,,,,Strong,,I'm an Addict,Penguin420,May 22 2008,15549
38761,Mushrooms[method]oral[amount]3.5 g[form]dried,,,,,Medium,,"Experience, Understanding, Contentment",EMAGDNIM,Feb 28 2007,3374
38773,Pharms - Tramadol[method]oral[amount]repeated[form]pill / tablet,,,,,Light,,An Extensive Six Months,Mj12,Jun 26 2007,4403
38779,Pharms - Levorphanol,,,,,Medium,,My Buddy and Me,Snail,Nov 10 2006,13328
38782,"Harmala Alkaloids,Passion Flower[method]oral[amount]1750 mg",,,,,Medium,,Calm and Contented,Chronos,Dec 18 2007,59544
38786,Tobacco[method]buccal[form]plant material,,,,,Light,,What to Know Before You Chew,Brad,Dec 28 2004,122935
38788,Pharms - Zaleplon[method]oral[amount]10 mg[form]tea,,,,,Light,,New Trials,Dumb Luck,May 26 2006,24033
38795,"2C-T-7[method]oral[amount]10 mg[form]capsule,Phenethylamine",,,,,Light,,4+ Hours to Kick In,ColoradoTripper,Mar 4 2008,4498
38798,2C-T-2[method]oral[amount]40 mg[form]powder / crystals,,,,,Strong,,Riding The Iceberg,D Literate,Sep 6 2007,8654
38806,Kratom[method]oral[amount]4.0 g[form]ground / crushed,,,,,Medium,,Great for Easing RX Withdrawal,AnonymousPatient,Dec 30 2004,23483
38812,"Codeine[method]oral[amount]120 mg[form]pill / tablet,Opiates",,,,,Strong,,Nocturnal,Cosmic Didgeridoo,Aug 19 2007,47558
38814,Pharms - Tramadol[method]oral[amount]300 mg[form]daily,,,,,Light,,The Great Discovery,Smokah,Jun 23 2007,10640
38821,"Harmala Alkaloids,Syrian Rue[method]oral[amount]1.58 g[form]extract",,,,,Medium,,Testing Its Power,Hermeneut,Mar 11 2007,21456
38822,AMT[method]oral[amount]10 mg[form]capsule,,,,,Medium,,Study Aid,Sunshine,Dec 20 2006,5808
38833,Ibogaine[method]oral[amount]1.0 g[form]extract,,,,,Strong,,Shown Death and a Muse (2 People's Visions),Mars,Dec 10 2004,40913
38857,"Hydergine[method]oral[amount]9.0 mg,Piracetam[method]oral[amount]5600 mg",,,,,Medium,,Selective Brain Wake-up,gordon k,Jul 28 2005,29743
38862,Diphenhydramine[method]oral[amount]300 mg[form]pill / tablet,,,,,Strong,,Confused ... Michael Moore,Heebyjeeby,May 10 2007,42440
38863,"Cannabis[method]smoked[amount]2 joints/cigs[form]plant material,PCP[method]smoked",,,,,Medium,,Visiting Ancient Tenochtitlan,Oscify,Jun 25 2007,2145
38867,"Cannabis[method]smoked[amount]2 hits[form]plant material,Salvia divinorum[method]smoked[amount]repeated[form]extract - 5x",,,,,Extreme,,My Body is a Bomb,Atreyu,May 10 2007,11131
38868,5-MeO-DALT[method]oral[amount]15 mg,,,,,Light,,"Mild, But Interested to Try Again",Cactushead,Dec 27 2004,20333
38869,Kratom[method]oral[form]extract - 10x,,,,,Light,,"Good, But Not Worth the Price",Cactushead,Dec 11 2004,19182
38871,5-MeO-DiPT[method]insufflated[amount]repeated[form]powder / crystals,,,,,Medium,,Mom's Fox-Tacular Birthday Extravaganza,Smak,Sep 3 2006,4538
38879,Tobacco[method]smoked[amount]repeated[form]daily,,,,,Light,,25 Years of Addiction,Anonymous,Jun 18 2006,28518
38886,"Caffeine,Melatonin[method]oral[amount]2.0 mg[form]pill / tablet,Pharms - Doxylamine[method]oral[form]pill / tablet",,,,,Light,,Good Sleep Aid,Anonymous,Jun 21 2007,36483
38887,"2C-T-2[method]oral[amount]15 mg[form]powder / crystals,5-MeO-AMT[method]oral[amount]15 mg[form]powder / crystals",,,,,Medium,,Chaotic Chems,Big Jilm,Sep 14 2005,10278
38892,Cocaine[method]insufflated[amount]repeated[form]powder / crystals,,,,,Medium,,The Devil Created It,Catsunfl0wer,Jun 25 2007,182
38899,"Codeine[method]insufflated[amount]0.75 tablets[form]ground / crushed,DXM[form]liquid,Opiates",,,,,Medium,,Doppleganger,Omnip,Feb 1 2005,31474
38900,Piperazines[method]oral[amount]1 tablet,,,,,Light,,Unremarkable,Cactushead,Nov 3 2005,10830
38901,4-HO-DiPT[method]oral[amount]10 mg[form]powder / crystals,,,,,Light,,"Very Mild, Certainly Not Psychedelic",Cactushead,Aug 27 2006,7656
38910,Kratom[method]oral[amount]8.0 g[form]capsule,,,,,Light,,Like a Narcotic - Not as Much Euphoria,whitegreyhat,Dec 27 2004,16811
38912,Cocaine[method]insufflated[form]powder / crystals,,,,,Medium,,Not For Everyone,Ace,Mar 5 2008,8759
38915,,,,,,Light,,,,,
38917,Cannabis[method]smoked[amount]repeated[form]daily,,,,,Medium,,15 Year Addiction,Shruming Human,Jun 11 2007,17650
38918,Salvia divinorum[method]smoked[amount]2 bowls[form]extract,,,,,Extreme,,Cataclysm,HailChickenWing,Apr 14 2007,4093
38926,Cannabis[method]smoked[form]plant material,,,,,Medium,,Mexican Meals and Alarms,Zach,Mar 5 2008,3340
38929,"MDMA[method]oral[amount]1 tablet[form]pill / tablet,Stimulants",,,,,Medium,,Fabulous with Boo Radley,Miss M.,May 10 2007,6182
38931,Pharms - Venlafaxine[method]oral[amount]112.5 mg[form]daily,,,,,Medium,,"Some Good, Some Bad, Some Ugly",an artist,Jul 26 2005,19360
38934,Absinthe[method]oral[form]liquid,,,,,Medium,,Making It At Home,ReturnFormer,Dec 13 2006,13309
38935,Absinthe[method]oral[form]liquid,,,,,Medium,,Making the Green Drink,Immoral Implant,Jan 23 2007,16181
38938,Datura[method]oral[amount]repeated[form]seeds,,,,,Strong,,A Truly Delusional Night,Brian 420 King,Aug 25 2006,12226
38940,Cocaine[method]insufflated[amount]0.7 g[form]powder / crystals,,,,,Light,,A Little Overrated and Expensive,Monist,Jun 25 2007,4592
38944,"Opiates,Poppies - Opium[method]oral[amount]300 g[form]extract",,,,,Medium,,An Extremely Enjoyable Evening,Wozza,Jul 20 2007,37833
38945,"Morphine[method]oral[amount]50 mg[form]pill / tablet,Opiates",,,,,Strong,,Potent Stuff,T-Monkey,Apr 12 2007,40290
38947,Diphenhydramine[method]oral[amount]250 mg[form]pill / tablet,,,,,Medium,,Heavy Stone,OTCAbuser,Mar 5 2008,15609
38957,Mushrooms[method]oral[amount]3.5 g[form]dried,,,,,Strong,,Psychedelic Initiation,VapourBoy,Feb 15 2005,80970
38959,"Benzodiazepines,Pharmaceuticals,Pharms - Alprazolam[method]oral[amount]4 tablets[form]pill / tablet",,,,,Extreme,,Divine Intervention,Mephistopheles,Mar 20 2008,18715
38961,"Pharmaceuticals,Pharms - Bupropion[method]oral[amount]6000 mg[form]pill / tablet",,,,,Extreme,,Why Did I Do That?,Wellbutrin,Nov 30 2007,13568
38962,DXM[method]oral[amount]8 tablets,,,,,Medium,,Quite a Scare,James,Mar 10 2008,7075
38963,Mushrooms[method]oral[amount]3.5 g[form]dried,,,,,Medium,,A Minimalist Perspective,Brady,Apr 10 2007,3613
38966,"Hydrocodone,Morphine,Opiates[amount]repeated,Opioids,Pharms - Fentanyl",,,,,Medium,,Opiate Addiction Destroys Ambition,P Bro,May 10 2007,64389
38973,Pharms - Venlafaxine[form]daily,,,,,Medium,,Looking Back,21stCenturyCowboy,Oct 11 2005,20117
38975,Cannabis[method]smoked[amount]0.5 g[form]plant material,,,,,Strong,,Falling Over the Edge,Mrs.X,Mar 7 2008,5022
38977,Morning Glory[method]oral[amount]700 seeds[form]ground / crushed,,,,,Medium,,Gag Reflexes,Andy,Apr 10 2008,4560
38978,Cannabis[method]smoked[amount]repeated[form]plant material,,,,,Strong,,Toxic Super-Freakout,Yggdrasil,Mar 23 2005,8986
38987,Cocaine[method]insufflated[amount]repeated[form]daily,,,,,Medium,,Thoughts 10 Years After Quitting,James,Nov 27 2006,22109
38989,Tobacco[method]smoked[amount]4 joints/cigs[form]dried,,,,,Light,,Smoking to Stop Smoking,Floating Tuxedo,Apr 30 2007,27612
38990,"Opioids,Pharms - Oxycodone[form]daily",,,,,Medium,,"Too Great, Too Perfect, Too Addicting",The Interceptor,Jun 23 2007,56445
38991,"Cannabis[method]smoked[form]plant material,Pharmaceuticals,Pharms - Sertraline[method]oral[amount]200 mg[form]daily,SSRIs",,,,,Extreme,,Extremely Bad Panic Attack,terrorified mind,Aug 10 2005,42075
38994,Morning Glory[method]oral[amount]9.4 g[form]cookie / food,,,,,Medium,,"Incredible Audial, Still Unpleasant",Mullet,Apr 15 2007,5090
39000,Inhalants[method]inhaled[amount]repeated[form]gas,,,,,Strong,,Duster Danger,Eric,Mar 1 2008,30842
39007,Mushrooms[method]oral[amount]4.0 g[form]fresh,,,,,Strong,,Unbelievable,Payge,May 9 2007,4132
39013,"MDA[method]oral[amount]1 tablet[form]pill / tablet,Pharms - Methylphenidate[method]insufflated[amount]120 mg[form]ground / crushed",,,,,Medium,,Time Was Meaningless,Bipolarboy,Mar 21 2008,16028
39016,Amanitas[method]oral[amount]6 caps,,,,,Medium,,Amniotic Bliss,Researchemist,Mar 7 2006,13128
39027,"Ayahuasca,Harmala Alkaloids,Mimosa spp.,Syrian Rue[method]oral[amount]3.0 g[form]extract",,,,,Strong,,Just a Psychedelic Frothy Foam,eric,Dec 28 2004,45625
39028,LSD[method]oral[amount]3 hits[form]liquid,,,,,Medium,,The Pyrotenknik Lightning Bubble,Space Commander B,Oct 27 2005,51409
39029,LSD[method]oral[amount]2 hits,,,,,Extreme,,Scared Shitless of the Demon Faced People,S,Mar 28 2008,16196
39030,Pharms - Methylphenidate[method]oral[amount]2.5 mg[form]daily,,,,,Light,,The Help I Hate to Love,Anonymous,Nov 27 2006,28400
39035,Mushrooms[method]oral[amount]2.5 g[form]dried,,,,,Medium,,Having Fun,Psilocybe Cubensis,Apr 10 2008,3276
39038,Methamphetamine[method]smoked[amount]repeated[form]powder / crystals,,,,,Medium,,Follow Me Into The Fast Lane,lost soul,Aug 22 2005,10480
39039,"Pharms - Clonazepam[method]oral[amount]8.0 mg[form]pill / tablet,Pharms - Oxycodone[method]IV[amount]20 mg[form]ground / crushed",,,,,,,Fallin to Pieces,Junkhead,Aug 13 2007,64
39040,Pharms - Tiagabine[method]oral[amount]60 mg[form]pill / tablet,,,,,Strong,,Totally Brain Dead,Planeteer,Jan 2 2005,20347
39049,Kava[method]sublingual[amount]0.5 g[form]roots,,,,,Strong,,Very Strange PseudoTrip,Forget#1,Apr 16 2007,78747
39061,LSD[method]oral[amount]1 hit[form]blotter / tab,,,,,Strong,,An Experiment of the Unconscious,Dr. McGregor,Mar 24 2008,4075
39065,Cocaine[method]insufflated[amount]3.5 g[form]powder / crystals,,,,,Medium,,That Last Line,Sapphire,Apr 15 2007,8290
39068,Mushrooms[method]oral[amount]3.0 g[form]tea,,,,,Strong,,Deep Psychedelic Trance,J,Oct 19 2007,5586
39069,Mushrooms[method]smoked[form]dried,,,,,Medium,,This Probably Won't Do Anything...,kilgore,May 23 2006,9416
39071,Salvia divinorum[method]smoked[amount]2 hits[form]extract,,,,,Strong,,Experiencing Infinity Between Here and Now,Returned From Now,Apr 25 2007,12569
39081,Mushrooms[method]oral[amount]3.5 g,,,,,Medium,,Divine Intervention,Usemeabuseme,May 1 2007,3494
39084,"Amphetamines[method]oral[amount]20 mg[form]daily,Stimulants",,,,,Medium,,My Prescribed Experince,Jameson,Apr 17 2007,10258
39088,Pharms - Venlafaxine[form]daily,,,,,Extreme,,"Can't Live With It, Sick Without It",Jackal,Apr 15 2007,9599
39090,Mushrooms[method]oral[amount]3.5 g[form]dried,,,,,Extreme,,An Experience Out of This World,Jstu,Apr 18 2007,6212
39099,"Opiates,Poppies - Opium[method]oral[amount]7 tsp[form]ground / crushed",,,,,Medium,,The Best Legal High,Pleasantly Surprised,Mar 1 2008,63146
39105,Mushrooms[method]oral[amount]1.75 g[form]dried,,,,,Strong,,Finding the Meaning of Life,SpliffyHippy,Dec 19 2004,10989
39114,5-MeO-DMT[method]smoked[amount]15 mg[form]powder / crystals,,,,,Strong,,The Nervous System's Down,Disassociative,Mar 10 2008,4214
39115,Pharms - Fentanyl[method]buccal[amount]50 ug[form]patch,,,,,Extreme,,Entering a World of Death,Big Steve,Jan 4 2005,33674
39117,"Morphine[method]insufflated[amount]60 mg[form]ground / crushed,Opiates",,,,,Medium,,Timeless Dream,High Priest,Apr 11 2007,17644
39119,Mushrooms[method]oral[amount]7.0 g,,,,,Strong,,Three States of Mind,Colorful Chaos,Mar 24 2008,3382
39123,"Caffeine[method]oral[amount]100 mg[form]pill / tablet,Ephedrine",,,,,Strong,,Hangover That Never Seems To Go Away,JZArtist,Mar 28 2008,17500
39124,Modafinil[method]oral[amount]repeated[form]daily,,,,,Light,,Failed to Enhance Creativity,Elric,Jul 3 2006,11930
39125,LSD[method]insufflated[form]powder / crystals,,,,,Extreme,,Tripping to the End of the World,Stardancer,Jul 25 2007,7717
39126,Cacti[method]oral[amount]25 g[form]dried,,,,,Medium,,The Touch of Tersheckii,Lappyblot,Apr 23 2007,8081
39130,Pharms - Carisoprodol[method]oral[form]pill / tablet,,,,,Strong,,Savage Depravity,Soma,Mar 18 2010,11711
39131,Salvia divinorum[method]smoked[amount]45 mg[form]extract,,,,,Strong,,Mercury Rivers Flowing Through a City of Fear,Amittlmr,Mar 28 2008,4010
39132,Salvia divinorum[method]smoked[form]extract - 10x,,,,,Medium,,A Group Trip,Alex,Mar 31 2008,3518
39138,Pharms - Fentanyl[method]oral[amount]2[form]cookie / food,,,,,Medium,,Morph Pops,fytanal suckers,Apr 5 2007,21266
39139,Cacti[method]smoked[form]dried,,,,,,,Cactus Fun,Edward,Mar 17 2007,31
39140,Melatonin[method]oral[amount]3.0 mg[form]pill / tablet,,,,,Light,,Insomnia Cure?,Sue,Jun 21 2007,16692
39144,,,,,,Medium,,,,,
39163,Morning Glory[method]oral[amount]550 seeds[form]ground / crushed,,,,,Medium,,Much Mellower,Reynaldo,Apr 18 2007,4068
39166,"Harmala Alkaloids,Harmaline[method]oral[amount]250 mg[form]powder / crystals",,,,,Medium,,Bird Flying Into A Cave,Reynaldo,Dec 23 2004,15196
39168,Methcathinone[method]smoked[amount]repeated[form]powder / crystals,,,,,Medium,,The Not-so-Friendly Kitten,me!,Feb 28 2006,32395
39169,Caffeine[method]oral[amount]400 mg[form]pill / tablet,,,,,Strong,,Yellow Vomit,Close to Modern,May 10 2007,21641
39173,"H.B. Woodrose[method]oral[amount]10 seeds[form]tea,Harmala Alkaloids,Mushrooms[method]oral[amount]25 g[form]fresh,Syrian Rue[method]oral[amount]2 capsls[form]capsule",,,,,Extreme,,Rebirth,Shouhei,Jul 10 2007,5348
39176,Salvia divinorum[method]smoked[amount]500 mg[form]leaves,,,,,Strong,,Opening a Portal,Silentwolfxvx,Mar 24 2008,3431
39179,Datura[method]oral[amount]800 seeds,,,,,Extreme,,Untold Truth,Pappy,Aug 16 2006,34671
39180,3C-P[method]oral[amount]25 mg,,,,,Medium,,Not A Great One,Kizer T,Dec 23 2004,18598
39181,Inhalants[method]inhaled[amount]repeated[form]gas,,,,,Medium,,"Can of Joy, Can of Self-Destruction",Chris,Sep 1 2006,87363
39188,Mushrooms[method]oral[amount]1.75 g[form]dried,,,,,Medium,,Agonizing Apathy,Karusanyoshi,Jul 24 2007,3676
39191,Mushrooms[method]oral[amount]1.75 g[form]dried,,,,,Medium,,Tripping with my Girlfriend ... Sort Of,Caveman,Apr 29 2007,9634
39193,GHB[method]oral[amount]1 cap[form]liquid,,,,,Strong,,Passed Out,Lantano,Jan 11 2011,7931
39195,Pharms - Phenytoin[amount]400 mg,,,,,Strong,,Stay Away,Anonymous,Feb 7 2007,5228
39204,Damiana[method]oral[amount]2.0 g[form]tea,,,,,Medium,,Useful Suppressing Cannabis Withdrawal,Spellbin,Oct 4 2005,24229
39206,Ginger[method]oral[form]fresh,,,,,Medium,,For Sore Throats and Colds,Shruming Human,Dec 28 2004,24545
39208,"Morphine[method]oral[amount]225 mg[form]patch,Opiates",,,,,Extreme,,Intensive Care for Three Days,Dee,Sep 14 2005,29003
39218,"Diphenhydramine[method]oral[amount]25 mg[form]pill / tablet,Yohimbe[method]oral[amount]800 mg[form]pill / tablet",,,,,Medium,,Ephedra With a Twist,The Lorax,Jun 21 2007,19150
39219,Psilocin[method]buccal[amount]21 mg[form]liquid,,,,,Strong,,Good Psychedelic Kick on the Rear,Triptamine,Oct 19 2006,18545
39220,"2C-E[method]oral[amount]15 mg,Phenethylamine",,,,,Medium,,Come Up Is Kinda Long,likwid,Jan 31 2005,16696
39221,2C-T-2[method]oral[amount]15 mg,,,,,Medium,,God Experience,The Devil,Jul 13 2006,287
39222,Cocaine[method]insufflated[amount]250 mg[form]powder / crystals,,,,,Medium,,Chatting with Friends,Rolandofgilead,May 22 2007,11300
39223,Cannabis[method]smoked[form]plant material,,,,,Strong,,Unexpected Fear,pseudonym,Apr 11 2005,5619
39224,Pharms - Tramadol[method]oral[amount]100 mg[form]pill / tablet,,,,,Light,,Joe Schmoe,Anonymous,Jun 26 2007,111
39231,"Opioids,Pharms - Oxycodone[method]insufflated[amount]20 mg[form]ground / crushed",,,,,Medium,,Found Them on the ground,Llamanose,Apr 25 2007,66401
39248,Mushrooms[method]oral[amount]7.0 g,,,,,Strong,,I Understand What Makes Me Unique,Walviaor,Aug 14 2007,3963
39249,LSD[method]oral[amount]1 hit,,,,,Medium,,A Date with Lucy,High0,Feb 15 2007,4937
39252,Diphenhydramine[method]oral[amount]20[form]pill / tablet,,,,,Medium,,I Love Dryl,Ben-a-trippin Pro,Apr 15 2006,35936
39255,Kratom[method]oral[amount]1.5 g[form]capsule,,,,,Light,,Empathy and Sociability,VitaMan,Feb 26 2005,10341
39256,DXM[method]oral[amount]16 oz[form]liquid,,,,,Extreme,,Never Expected This,secularfaith,Feb 2 2011,34764
39262,2C-I[method]oral[amount]15 mg,,,,,Medium,,Tail End of a Shroom Trip,DPH,Jan 14 2009,4740
39271,Pharms - Methylphenidate[method]insufflated[amount]repeated[form]ground / crushed,,,,,Strong,,"Great Christmas Night, Horrible Next Morning",Caprice,Jul 22 2007,38271
39273,Salvia divinorum[method]smoked[amount]2 hits[form]extract,,,,,Strong,,The Room of Colors,Andyshmoker,May 1 2007,3686
39274,2C-I[method]smoked[amount]7.0 mg[form]powder / crystals,,,,,,,Smoking 2C-I,Jingles,Jul 3 2005,374
39282,Mushrooms[method]oral[amount]0.125 oz[form]dried,,,,,Strong,,Reverb and Desire,Mindtraveller,Dec 19 2005,13046
39287,Mushrooms[method]oral[amount]5.0 g[form]fresh,,,,,Medium,,Superactive Senses and a Superactive Mind,RR,May 1 2007,15876
39289,"Pharmaceuticals,Pharms - Bupropion[method]oral[amount]300 mg[form]pill / tablet",,,,,Extreme,,An Accidental Overdose,Mia,Dec 27 2004,33043
39293,2C-I[method]oral[form]powder / crystals,,,,,Medium,,Pleasantly Emotional Trip,Tobacco,Sep 22 2008,3449
39296,"Amphetamines[method]oral[amount]60 mg[form]pill / tablet,Vitamin C[method]oral[form]pill / tablet",,,,,,,Cushioning the Drop-Off,Adderall Expert,May 16 2008,2786
39302,"Amphetamines[method]oral[amount]120 mg[form]daily,Stimulants",,,,,Strong,,For All the Right Reasons,AwesomeMachine,May 10 2007,23974
39303,,,,,,Strong,,,,,
39304,"2C-D[method]oral[amount]10 mg,MDE[method]oral[amount]0.5 tablets,MDMA[method]oral[amount]0.5 tablets,Phenethylamine,Stimulants",,,,,Strong,,Unknown + Unknown = Bad Idea,Hector,Oct 21 2006,23379
39306,Diphenhydramine[method]oral[amount]1000 mg[form]pill / tablet,,,,,Strong,,I Still Wonder,Viki,Mar 25 2008,19227
39307,"MDMA[method]oral[amount]30 mg[form]powder / crystals,Stimulants",,,,,Medium,,Fighting Oxidative Stress?,palex,Dec 28 2004,43236
39311,"Harmala Alkaloids,Mushrooms[method]oral[amount]5.0 g,Passion Flower[method]oral[form]tea",,,,,Medium,,Calming and Stretched Out,passiontripper,Dec 29 2004,5194
39312,Methamphetamine[method]smoked[amount]repeated[form]powder / crystals,,,,,Strong,,Bizarre Roll,DT,Dec 29 2004,15400
39315,"Harmala Alkaloids,Mimosa spp.,Syrian Rue[method]oral[amount]6.0 g[form]capsule",,,,,Medium,,Simple Kitchen Preparation,Johnny,Apr 25 2005,25707
39320,Morning Glory[method]oral[amount]550 seeds[form]seeds,,,,,Strong,,More Than I Bargained For,Televat0r,May 11 2007,6595
39324,LSD[method]oral[amount]1 hit,,,,,Medium,,Trails on Fast-Moving Objects,Brewha,Dec 31 2004,9764
39325,"2C-P[method]oral[amount]10 mg,Phenethylamine",,,,,Strong,,The Next Best Thing,k-dog,May 9 2005,17346
39327,"Hops[method]oral[amount]50 mg[form]pill / tablet,Melatonin[method]oral[amount]6.0 mg[form]capsule,Skullcap[method]oral[amount]100 mg[form]pill / tablet,Valerian[method]oral[amount]400 mg[form]pill / tablet,Vitamin B-6[method]oral[amount]200 mg[form]pill / tablet",,,,,Medium,,Oneiric Potentiation & Experimentation,Faber,Apr 18 2006,19430
39330,Modafinil[method]oral[amount]400 mg[form]pill / tablet,,,,,,,Worth it?,Eagler,Jun 30 2006,35
39333,"Hydromorphone[method]IV[amount]2.0 mg,Opioids",,,,,No Effect,,I Was Violated,Anonymous,Jun 14 2007,180
39335,Cannabis[method]smoked[amount]1 cig.[form]plant material,,,,,Strong,,Reality Crystalized,FatFat,Dec 29 2007,6343
39337,"Amphetamines[method]oral[amount]20 mg[form]pill / tablet,Stimulants",,,,,Medium,,Don't Combine with Sports,Anonymous,Apr 18 2007,10589
39341,Cocaine[amount]1.25 g,,,,,Medium,,Don't Understand the 'Hype',andrew,Jan 25 2005,28418
39345,Catnip[method]smoked[amount]1 cig.[form]plant material,,,,,Light,,Chilled,KrazyGlue,May 16 2008,2128
39346,Lotus/Lily[method]smoked[amount]1 bowl[form]dried,,,,,Medium,,Buzzy High,Jason,Nov 27 2005,10115
39351,Mushrooms[method]oral[amount]6.0 g[form]fresh,,,,,Medium,,"A World of Kaleidoscopic, Geometric Wondery",Mashed,May 7 2007,6539
39356,2C-I[method]oral[amount]20 mg[form]powder / crystals,,,,,Medium,,Light Me Up,Demotriton,Jul 20 2005,5190
39358,Vinpocetine[method]oral[amount]120 mg[form]daily,,,,,Light,,The Trembling Chin,Luathas,Jun 16 2006,14093
39360,Hops[method]oral[amount]1.5 cups[form]tea,,,,,Light,,Hopping Around,Bill B,May 21 2007,33478
39364,Tryptophan[method]oral[amount]100 mg[form]capsule,,,,,Medium,,5-HTP the savior for stoners?,J-Stone,Dec 18 2007,70045
39368,Alcohol[method]oral[amount]repeated[form]liquid,,,,,Medium,,Sick and Wasted,Yunalesca,May 8 2007,7373
39369,Mushrooms[method]oral[amount]4.2 g[form]dried,,,,,Medium,,"Deep, Divine, and Mystical Realization",Sensi,Jun 20 2007,3269
39370,Leonurus sibiricus[method]smoked[form]dried,,,,,Medium,,Great Results From a Nursery,Crucible,Aug 24 2005,22614
39372,Yohimbe[method]oral[amount]1350 mg[form]extract,,,,,Light,,No Climax,Stoned Immaculate,Jun 25 2007,16055
39379,"Amphetamines,Stimulants",,,,,Medium,,Military Drug Test,ChemDream,Jan 3 2005,13872
39380,Datura[method]oral[amount]40 seeds,,,,,Extreme,,Kicked Out of School,Mike,Aug 27 2006,15161
39385,"Alcohol[method]oral[amount]4 glasses[form]liquid,Cannabis[method]smoked[amount]3 joints/cigs[form]plant material",,,,,Strong,,It Felt Like a Game and a Play Mixed,Jacob,Jul 20 2007,11297
39386,Pharms - Methylphenidate[method]insufflated[amount]40 mg[form]ground / crushed,,,,,Medium,,A Better Sucky New Years,Andrea,Aug 21 2007,38456
39389,Caffeine[method]oral[amount]800 mg[form]pill / tablet,,,,,Light,,New Year's Drive,Seajie,Dec 25 2006,14879
39390,Hops[method]smoked[amount]5 flowers[form]flowers,,,,,Light,,Sedative,Briarwulf,Jan 25 2007,18392
39392,5-MeO-DiPT[method]rectal[amount]50 mg[form]liquid,,,,,Medium,,"Less Nausea, Same Headache as Previously",five-,Feb 2 2005,7500
39395,5-MeO-DALT[method]oral[amount]50 mg[form]capsule,,,,,Medium,,"Slightly Trippy, but Certainly Not Psychedelic",Cactushead,Jan 1 2005,45338
39396,"Banisteriopsis caapi[method]buccal[amount]3 in[form]dried,Harmala Alkaloids,Mushrooms[method]oral[form]dried",,,,,Light,,Unexpected Effects,Psychonaut,Mar 29 2005,11446
39401,"Opiates,Poppies - Opium[method]oral[amount]3 capsls[form]ground / crushed",,,,,Medium,,Comfortably Numb All Day Long...,op4u,Jan 25 2005,34472
39404,Mushrooms[method]oral[amount]10 g[form]fresh,,,,,Strong,,I Understand the Essence of the Cup,Rocketman,Mar 28 2008,4381
39405,Cannabis[method]smoked[amount]0.5 joints/cigs[form]plant material,,,,,Extreme,,Tachycardia,ET,Dec 4 2007,6987
39407,Alcohol[method]oral[amount]repeated[form]liquid,,,,,Strong,,Crappy New Year,Nemo,Apr 12 2006,28427
