,,,,
,,,,
,Terrifying/Unforgettable Night,LazyL,Cannabis,Sep 13 2008
,Systemic Lupus,Dawn,Cannabis,Sep 13 2008
,For Better or Worse?,Jake,Mushrooms & Cannabis,Sep 11 2008
,The Dentist's Gift,RaveHipEE,Hydrocodone with Acetaminophen,Sep 11 2008
,Nothing Gets Done,Ralius,Amphetamines (Adderall),Sep 11 2008
,A Gentle Night,Siduri,Poppies & Alcohol,Sep 11 2008
,Switching Bodies with an Alien,Chief,Salvia divinorum (20x extract),Sep 11 2008
,Complete Loop of Existence,Scyrus,Salvia divinorum (6x extract),Sep 11 2008
,Cured My Mental Illnesses,A Survivor,MDMA (Ecstasy),Sep 11 2008
,It's So Peaceful,Ron,Harmine,Sep 11 2008
,Colour Shifts and Strange Perceptions,AX,Nutmeg & Cannabis,Sep 11 2008
,The Fun Side of a Broken Arm,Cal,Nitrous Oxide,Sep 10 2008
,Painfully Euphoric,Kijuro,Bupropion (Wellbutrin XL),Sep 10 2008
,Sick and High,Deacon Dr. O,Amanitas - A. Muscaria & Cannabis,Sep 10 2008
,A Great Conversation,Jack Tripper,Morning Glory,Sep 10 2008
,Net of Spinning Mushrooms,Limpet Chicken,"Anadenanthera colubrina, Virola Theiodora & Heimia spp. (Sinicuichi)",Sep 10 2008
,The Angels Were Eyes,Mama Dragon,2C-E,Sep 10 2008
,Kept Alive By Chocolate Milk,Zini,LSD & Cannabis,Sep 8 2008
,Solo Trial,LucidStudies,"CP 55,940",Sep 8 2008
,Salty Stick,Ralph B,DXM & Drug Testing,Sep 8 2008
,Their Vibes,Adam,Mushrooms,Sep 8 2008
,Epiphany in 2 Dimensional Space,Losing Dimensions,Salvia divinorum (10x Extract),Sep 8 2008
,Wonder Wolf,Lugarsh,LSD & Cannabis,Sep 8 2008
,The Demons,NoOneSpecial,Amphetamines,Sep 7 2008
,An Appreciation of Life,Fieruby,Amphetamines (Adderall),Sep 5 2008
,Encapsulated and Free,The Piper,Poppies & Cannabis,Sep 5 2008
,The Dark Times,Garfield is dead!,Mushrooms & Cannabis,Sep 5 2008
,A World Shaker,Michael,Morning Glory (Heavenly Blue),Sep 5 2008
,Spinning Out of Control,Adam,Salvia divinorum (20x extract) & Cannabis,Sep 5 2008
,A Powerful Healing Experience,Sam,"LSD, MDMA (Ecstasy), Cannabis & Alcohol",Sep 5 2008
,A Man With a Sledgehammer,Ka,Cannabis,Sep 4 2008
,Salvia-tion Revised,Danos,Salvia divinorum (5x extract),Sep 4 2008
,Two Drop Reality Deconstruction,TripHazard,LSD & MDMA,Sep 4 2008
,Powerful,Retread,Kratom (15x extract),Sep 4 2008
,Thankful for MCAT,Brain Damage,"Nutmeg, Diphenhydramine & Methcathinone",Sep 4 2008
,Entrance Exam,Robocop,Morning Glory (Heavenly Blue),Sep 3 2008
,Sparkling Cottonwoods Amidst Red Rock Towers,Josh,Datura,Sep 3 2008
,Lighting the Pineal Gland,Eudemon,"Sleep Deprivation, Caffeine, Bodywork (Tai Chi), Breathing, Cannabis & Sound (Binaural Beats)",Sep 3 2008
,"A Wonderful, Worthwhile Experience",BroccoliRob,Cacti - T. pachanoi (San Pedro),Sep 3 2008
,Much More Than I Expected,Mike Dubaya,Cacti - T. pachanoi (San Pedro),Sep 3 2008
,Not What I Expected,GBVsoldier,Atomoxetine (Strattera),Sep 3 2008
,This is Madness,Dead Ringer,Datura,Sep 3 2008
,So Much Love,Amazing,Mushrooms - P. cubensis & Cannabis,Sep 2 2008
,I Shall Call You Larry,Mike,Mushrooms,Sep 2 2008
,Entheogenesis,Sophos,"Cacti - T. peruvianus, Harmaline & Cannabis",Sep 1 2008
,The Funeral of Life,Chris,Mushrooms & Cannabis,Aug 28 2008
,Timeless Hysterical Utter Insanity,Captain Sunshine,Salvia divinorum (5x extract),Aug 28 2008
,Time to Fulfill My Mission,Tom,Cannabis,Aug 28 2008
,Extending Beyond Ourselves,Sandy Koufax,MDMA (Ecstasy),Aug 28 2008
,Meeting the Highest Self,Monster_288,Mushrooms - P. cubensis,Aug 27 2008
,Like Floating on Clouds,Tweeker23,Hydrocodone & Cannabis,Aug 25 2008
,Riding the Downward Spiral,Neecho,Cannabis,Aug 25 2008
,A Mexican is Coming,Cafoof,Salvia divinorum (6x extract) & Fluoxetine (Prozac),Aug 25 2008
,Terrible Gibberish - Splintered Memories,Chris,LSD & Cannabis,Aug 24 2008
,Freed By The Butterfly,Ripper,Salvia divinorum (20x extract),Aug 24 2008
,Dreamy Stone,Lekt,"Hydrocodone, Cannabis & Alcohol",Aug 24 2008
,A Psychedelic Legal High,Jaycalzone,"Nutmeg, H.B. Woodrose & Alcohol",Aug 24 2008
,A Feeling of Calm,Jow,Codeine,Aug 23 2008
,Pushing Open the Curtains,OpenLife,Mushrooms & Nitrous Oxide,Aug 23 2008
,Marijuana Brownie Disaster,TheArcher,Cannabis,Aug 23 2008
,Looking at the Stars of Heaven,Cati in the Sky,LSD & Cannabis,Aug 23 2008
,The Hive Mind,Israel,MDMA,Aug 22 2008
,Getting Drilled Too Far,Hiss,Diphenhydramine,Aug 22 2008
,Heart Matrix - Overload,Tryed-It,2C-B,Aug 15 2008
,Kratom-Induced hepatoxicity,Sly,Kratom Extract,Aug 15 2008
,Old Fart's Notes,Monkey Mitts,DMT,Aug 14 2008
,"Light Summer Trippin, Conceptual Map Growth?",ShaktiXTC,Bromo-Dragonfly,Jul 29 2008
,"Great, If You Don't Have Side Effects",Rolf,GABA,Jul 29 2008
,A Summary of Experiences,Thaumaturgist,5-MeO-MiPT,Jul 29 2008
,Mellow Moxy,Schwag,5-MeO-MiPT,Jul 29 2008
,Suprisingly Horrible Trip on Pills,Rob,MDMA (Ecstasy),Jul 28 2008
,Do Not Eat with Cheese,pukeahontas,Yohimbe,Jul 28 2008
,Old Family Recipe,Alvaterssklave,Henbane & Alcohol,Jul 28 2008
,Shot Through Time,Marc,Salvia divinorum (20x extract),Jul 26 2008
,Can I Give You a Hug?,Mr. Gray,MDMA (Ecstasy) & Cannabis,Jul 26 2008
,Colors in the Park,Psychosomatic Addict,Mushrooms - P. cubensis & Cannabis,Jul 25 2008
,Crisis Point,Zepster,2C-T-2,Jul 25 2008
,Oops,Natty Dread,DOB,Jul 25 2008
,Young and Stupid,Tully,2C-T-7,Jul 25 2008
,Fire Eyes,Tech,Salvia divinorum (40x extract),Jul 24 2008
,Paranoia = Learning Experience,Nikol,5-MeO-DiPT,Jul 24 2008
,Death,Ephiale,Ayahuasca,Jul 23 2008
,The Composer is the Orchestra,Alivenbreathing,DMT,Jul 23 2008
,Biosonic Jellyfish,Experimentality,Ayahuasca,Jul 23 2008
,How I Avoid Sickness,YopoYoyo,Anadenanthera colubrina,Jul 22 2008
,"Beautiful, But Difiicult",Explorer_Child,Salvia divinorum (10x extract),Jul 22 2008
,A Full Day of Insight,MDA,MDA,Jul 22 2008
,Not the Glowing Wonder Drug I Expected,K,MDMA (Ecstasy),Jul 22 2008
,Strange Properties,Brain Damage,Methcathinone,Jul 22 2008
,Words Hardly Suffice,Mr. Kite,Oxycodone (Percocet),Jul 21 2008
,Mildly Psychedelic,BlueAries,"Valerian, Alcohol & Cannabis",Jul 21 2008
,In the Zone,Starclassic,Amphetamines (Adderall),Jul 21 2008
,Frisbee at the Park,Tim,Mushrooms - P. cubensis,Jul 21 2008
,Beyond the Gridline,Sandy,Salvia divinorum (15x & 25x extracts),Jul 21 2008
,Extra-Spacial Dimensions,Dreamtripper (J),Salvia divinorum (10x extract),Jul 21 2008
,Nightmare Unleashed,SD,"Atomoxetine(Strattera), Amphetamines (Adderall XR), Mushrooms & Cannabis",Jul 21 2008
,Surprisingly Psychedelic,Iskatelabel33,Morning Glory & Cannabis,Jul 21 2008
,A Sideways Universe: So Many People in Here,Dreamseeker,Salvia divinorum (leaves & 6x extract),Jul 21 2008
,The Wall,Salvia Man,Salvia divinorum (homemade extract) & Alcohol,Jul 21 2008
,Moral: Leave it in the Baggy,Hakushon,PCP,Jul 21 2008
,Hitting the Restart Button,Lisalucy13,"Salvia divinorum (13x extract), Alcohol & Cannabis",Jul 20 2008
,I Seem To Have Grown an Extra Conciousness,Berry Happy,Amphetamines (Adderall) & Cannabis,Jul 16 2008
,A Bag of Musty Leaves,Rusty48,Salvia Divinorum (leaves),Jul 14 2008
,A Foreign World,BellaLuna,Salvia divinorum (21x extract),Jul 14 2008
,Still Feeling It,NoControl,Diphenhydramine,Jul 13 2008
,The History Class Crash,Value_Mpeals,Ether,Jul 13 2008
,Euphoric Happiness,R00fies,Amphetamines (Adderall) & Hydrocodone,Jul 13 2008
,"Outdoors, Better Than Indoors",Endo420,"Mushrooms, Cannabis & Alcohol",Jul 13 2008
,A Curious High with Hallucinations,Alan,Diphenhydramine (Benadryl),Jul 11 2008
,"Two Nights, One Overworked Brain",Pike,"MDMA (Ecstasy), Mushrooms, Cocaine & Cannabis",Jul 9 2008
,Auction Treat,Psych0naut,"Oxycodone (Oxycontin), Diphenhydramine & Temazepam (Normison)",Jul 9 2008
,An Accidental Intentional Overdose,Spider,Citalopram (Sold as Hydrocodone),Jul 8 2008
,Remarkable,Weewoo53,2C-E & Cannabis,Jul 8 2008
,I've Seen the Break Between Heaven and Hell,Tim,2C-I,Jul 8 2008
,The Cramps,No More Hippycrack,Nitrous Oxide,Jul 6 2008
,Fake Wetness,D,Mushrooms,Jul 5 2008
,Fun on the merri-go-round,PhilosophyByNumbers,"Salvia Divinorum, (15x extract) & Setraline (Zoloft)",Jul 2 2008
,Pieces of Everything,Leafybug,Salvia divinorum (20x extract) & Cannabis (Hashish),Jul 2 2008
,The Cosmic Love,Abraxas,Mushrooms,Jul 2 2008
,Detrimental,Diesirae,"L-Theanine, DMEA, DHEA, L-Tryptophan, 5-HTP, Glucosamine, Yerba Mate & Yohimbe",Jun 28 2008
,Testing Time-Frame,Test,Cannabis & Drug Testing,Jun 28 2008
,End of the Line,Syd,alcohol,Jun 27 2008
,The Membrane and Energy Fields,Elektron,Salvia divinorum (leaves) & Codeine,Jun 27 2008
,Happy Place,BrainEngineer,"Lorazepam (Ativan), Kava, Citalopram (Celexa) & Cannabis",Jun 27 2008
,Soul Destroying Machine and My Trip to Hell,Chaos23,Salvia divinorum (21x extract),Jun 27 2008
,"Reading, Writing, Arithmetic",Drew,Amphetamines (Adderall),Jun 26 2008
,Polystyrene Spiders and Mushroom Cultivation,Dr. Toxxxic,Diphenhyramine & Cannabis,Jun 25 2008
,Outcome Study,Substancial,Poppies,Jun 25 2008
,The Perfect Speedball,Dr. Feelgood,Amphetamines & Hydrocodone,Jun 24 2008
,Black Hole,David,Salvia divinorum (10x extract),Jun 24 2008
,Vin Mariani,Firedog,Coca & Alcohol,Jun 24 2008
,Lunch Box,Steve,Mushrooms & Cannabis - Hash,Jun 24 2008
,It Was a Beautiful Moment,Shroomish,Mushrooms (Golden Caps),Jun 24 2008
,Beyond the Room,Pookles,LSD & Cannabis,Jun 24 2008
,Astral Trip,Weedman,Cannabis (Hashish) & OBE,Jun 24 2008
,A Cool New Way,Axegrinder#9,LSD & Opium,Jun 24 2008
,The Methadone Days,Legi0n,Methadone,Jun 24 2008
,So Happy I Could Cry,Devotchka,Cocaine,Jun 23 2008
,A Year In A Trance...,Carnation,MDMA (Ecstasy),Jun 23 2008
,The White Light,BruHaHaProphet,Morning Glory & Nitrous Oxide,Jun 23 2008
,Perfect,Temp,Mushrooms - P. cubensis & MDMA (Ecstasy),Jun 23 2008
,A Tale of Addiction,Jacob,Cocaine,Jun 22 2008
,Systematically Dull,JFL,"PCP, Tobacco & Cannabis",Jun 22 2008
,Experience the Gaba,Azlecs,Gabapentin (Neurontin),Jun 21 2008
,Unexpected Intensity,Rollatini,Cannabis,Jun 19 2008
,I Lost My Pets and Almost Burned the House Down,Lucky,Datura,Jun 15 2008
,Interesting Effects on Sleep and Dreaming,Swami,Melatonin,Jun 15 2008
,Lowly Thoughts,Lizardking,Kratom (15x extract),Jun 13 2008
,Health Problems Related to Prescription Use,ravenblades,GHB (Xyrem),Jun 12 2008
,For Anorgasmia,expunged,Ginkgo Biloba,Jun 12 2008
,So Close to God,Anca,Mushrooms (Mexican),Jun 10 2008
,Becoming An Alien Observer,Nbyrd,Mushrooms,Jun 10 2008
,Treadmill of Numerous Realities,Nitsuj,LSD,Jun 10 2008
,Into the Beyond,Mike ' The B ' L,Mushrooms - P. Cubensis,Jun 10 2008
,From Anti-Anxiety to Anxiety,Papa,Sceletium tortuosum (extract),Jun 10 2008
,Uncomfortably Tranquilized,Kuriti,Haloperidol (Haldol),Jun 10 2008
,My New Love,AnonymousK,Kratom (Mitrogyna Speciosa),Jun 10 2008
,Trenchcoated Men and Ten Cent Contacts,Burner420,Diphenhydramine,Jun 9 2008
,I Know What Its Like to be Dead,Uniden,LSD & Cannabis,Jun 9 2008
,Moderation and Manual Labor,Maturin,Kratom,Jun 2 2008
,My First White Pony,Dominos Corwin,Cocaine,May 30 2008
,Three Voices,Brain_Child,Salvia Divinorum (10x extract),May 30 2008
,Perfect Synergy,Psych0naut,Carisoprodol & Heroin,May 26 2008
,Summer,Coatlxoxouqhui,2C-E & Benzodiazepines,May 26 2008
,Once Upon the Sea of Blissful Awareness,Patriknark,"LSD, MDMA (Ecstasy) & Cannabis",May 25 2008
,My Daily Cycle,Dustin,Amphetamines (Adderall XR),May 25 2008
,I Didn't See a Thing,Tang,Salvia divinorum (60x extract),May 24 2008
,Becoming a Tree and Going Back Home,G,Salvia divinorum (10x extract) & Alcohol,May 23 2008
,Salami Shopping At Six,CRNKSTR,Mushrooms & Cannabis,May 23 2008
,Mind Destroying Terror,Talniir,Salvia divinorum (40x extract),May 23 2008
,My Life Was Nearly Destroyed,A Girl Named Ruko,Crack,May 23 2008
,Cinematic-Style Dreaming,D Scott,"Mugwort, Catnip, Passion Flower, Valerian & Wormwood",May 22 2008
,"Dosing Wrong by a Factor of Ten, Madness",BigOlBug,2C-I,May 22 2008
,I Am an Addict,normalwoman,Tramadol,May 19 2008
,Visual Oddities,J Dawg,Phentoin (Dilantin) & Lorazepam (Ativan),May 19 2008
,The Milkshake,Tom Shroomer,Mushrooms - P. Cubensis,May 19 2008
,The Taste of Soil and Blood,Benj. eL. Starchild,"Mushrooms, Cannabis & Alcohol",May 19 2008
,Frustration in a Pill,Speed Weeder,Dimenhydrinate & Cannabis,May 18 2008
,Pure Energy,Zeus,Mushrooms,May 18 2008
,Knockout Drops,ZQ,Kava,May 13 2008
,The Dream,Pridarth,LSD & MDMA (Ecstasy),May 12 2008
,The Biggest Question of All Time,Wickit_Clown,Dimenhydrinate (Dramamine),May 12 2008
,Severe ADD,Tim,Amphetamines (Adderall XR),May 10 2008
,Synergistic Sedative,Hybridplague,"Lactuca (Wild lettuce), Kava, Valerian & Magnesium glyinate",May 6 2008
,We Transcended,Namitu,MDMA & Cannabis,May 4 2008
,"First Time, Transgender Use, Urban Ceremony",Anushora,Ayahuasca,May 4 2008
,Pieces of Me,Patro39,Salvia divinorum (10x & 15x extracts),May 4 2008
,Trumpet Fever,ChrisP,Brugmansia,May 4 2008
,Mini Mushroom Trip,DirtyDavis,Salvia divinorum (20x extract),May 2 2008
,3 Hits From the Vaporizer,BehindtheVeil,Cannabis,May 2 2008
,Into and Out of my Mind,Billiam,"Kratom (15x extract), Cannabis, Nitrous Oxide, Salvia divinorum (20x extract)",May 1 2008
,Intense 14 Months of my Life,Tanis,Methamphetamine,Apr 30 2008
,Ode to Caffeine,Merle,Caffeine (Coffee),Apr 30 2008
,Mythbusters,Paimon,Cannabis,Apr 29 2008
,Heart and Soul on a Feather Bed,Roxie,MDMA (Ecstasy) & Cannabis,Apr 29 2008
,Be Careful! (Urinary & Cognitive Problems),Regretful,DXM,Apr 28 2008
,Walking Straight Into Psychosis,Anthony J.,DXM,Apr 28 2008
,Gratuitous Grace,Smw,Mushrooms,Apr 27 2008
,Incredibly Energized,Schwarzmagier,Wormwood & Alcohol,Apr 27 2008
,I Was One with Space,Stellar,Mushrooms,Apr 27 2008
,"Sick, with Visions",Donetomuch,Cyclizine (Marezine),Apr 21 2008
,"Ego, Sanity, Paranoia",Shrooms,Mushrooms,Apr 21 2008
,The Pill of Love,Some Guy,MDMA (Ecstasy) & Cannabis,Apr 20 2008
,Unscheduled Opiate,Horse Doc,Tramadol (Ultram),Apr 20 2008
,Austin City Limits Festival,ParanoidAndroid,DOI & Cannabis,Apr 20 2008
,Ticket to Lucid Dreaming?,Cap'n Weird Beard,"Valerian, Passion Flower, Kava & Holy Basil",Apr 20 2008
,"Dizzy, Then Dreamy",Scandinavian Chickie,Hydrocodone with Ibuprofen,Apr 20 2008
,"Mom, I'm Not Done Yet...",FatalCurehxc,Cocaine,Apr 20 2008
,Finding My Way,Hold Your Colour,Cannabis,Apr 20 2008
,High School Dance,Ecstasy,MDMA (Ecstasy) & Cannabis,Apr 20 2008
,Mental Paralysis,Gailen,Salvia divinorum (leaves) & Blus Lotus,Apr 19 2008
,Life is a Joke,LostInLife,Inhalants (Starter Fluid),Apr 19 2008
,Mind in Slow Motion,Little Faerie,Clonazepam,Apr 18 2008
,"Wonderful, Painful, Life-Changing, Deadly",Echo,Amphetamines (Adderall XR),Apr 18 2008
,The World is Magical Again,AliceNChainz,Methylphenidate,Apr 18 2008
,Random Encounters,CrazyIrishGuy,"Methampetamine, Inhalants - Nitrates & Alcohol - Beer",Apr 17 2008
,Aided/Broke Me,Shrooman,Morhpine,Apr 15 2008
,Induced Panic Attack,Beglin,Sertaline (Zoloft) & Cannabis,Apr 15 2008
,Feels Like Death,Raoul Duke,"Amphetamines, Cannabis & Alcohol",Apr 15 2008
,Have You Seen the Saucers?,Beware of the moors,Mushrooms (Hawaiian),Apr 15 2008
,Highs and Lows,Jacob,Yohimbe,Apr 11 2008
,Yaked the Fuck Out,Ronas Celmonias,Cocaine,Apr 10 2008
,Over and Over and Over,Scelza,Ether,Apr 10 2008
,A Beautiful Payback,Kilo,MDMA (Ecstacy) & DXM,Apr 9 2008
,Cheap College Coke,Uncle Sam,Methylphenidate (Ritalin) & Cocaine,Apr 9 2008
,Rock Bottom,Phoenix,Methamphetamine,Apr 8 2008
,"SpeedBalling, Sort Of",Sniper,Amphetamines (Adderall) & Hydrocodone (Vicodin),Apr 8 2008
,The Oxymoron Drug,Adderall,Amphetamines (Adderall),Apr 6 2008
,Sleepwalking,Dramamine,Dimenhydrinate,Apr 3 2008
,The Crack of Hallucinogens,Hedonist,Salvia divinorum (5x extract),Apr 3 2008
,"Effective Use, Misuse, Discontinuation",Pharmboy,"Tramadol, Hydrocodone & Modafinil",Mar 31 2008
,My Consciousness Membrane,Chretien,Salvia (5x extract),Mar 31 2008
,A Group Trip,Alex,Salvia divinorum (10x extract),Mar 31 2008
,Green Oranges,CandyKid,LSD,Mar 31 2008
,Turning Point Bad Trip,Shazzaka,Cannabis,Mar 30 2008
,For a First Try It Was Perfect,Curious1,Cacti - T. pachanoi & Cannabis,Mar 29 2008
,Mercury Rivers Flowing Through a City of Fear,Amittlmr,Salvia divinorum  (20x extract),Mar 28 2008
,Love Velouria,Bee,Morning Glory,Mar 28 2008
,Scared Shitless of the Demon Faced People,S,"Marijuana, Mushrooms & LSD",Mar 28 2008
,I Understand the Essence of the Cup,Rocketman,"Mushrooms  - P. cubensis & P. cyanescens, Alcohol & Cannabis",Mar 28 2008
,Inside Rachmaninoff's head,Scorpio,Mushrooms & Cannabis,Mar 25 2008
,Conversion Success,Antheia,Cocaine (from Crack),Mar 25 2008
,A Great Day on the Mental Playground,Phantasm,Cacti - T. peruvianus & Salvia divinorum (leaves),Mar 25 2008
,Healing of My Soul/Mind,Hank,MDMA (Ecstasy),Mar 24 2008
,Intense Euphoria,Aopocetx,Pseudoephedrine with CPM,Mar 24 2008
,Floaty Kind of Feeling,Hybrid,Kava,Mar 24 2008
,Meet Mr. Cool,StimulatedVindicated,Methamphetamine,Mar 24 2008
,John Madden as the Devil Beatboxing,Jeeeeem,Mushrooms - P. cubensis & Cannabis,Mar 23 2008
,A Chance,JumpingJackFlash,MDMA & Alcohol,Mar 22 2008
,Beautiful Insanity,Milk,Mushrooms & Cannabis,Mar 21 2008
,Walking From Arm to Arm,Alptraum,Salvia divinorum (purple extract),Mar 19 2008
,Blue Smiley Faces,Epidemic,Bupropion (Wellbutrin),Mar 19 2008
,Multiple Consciousness  and OBEs,Fane,"Mushrooms (Mexican), Salvia divinorium (2x extract) & Cannabis",Mar 19 2008
,Wonderland?,Anonymous,Methylphenidate (Concerta),Mar 17 2008
,"Wow, I Really Did it This Time...",TrypHead,5-MeO-AMT,Mar 17 2008
,"Me, the Universe and Ecstasy",Suze,MDMA,Mar 16 2008
,One of the Best Nights of my Life,Suze,MDMA (Ecstasy),Mar 16 2008
,A Splendid Evening,Landon,DET,Mar 14 2008
,Big Mouths Make for Bad Trips,Maggot Brain,"Alprazolam (Xanax), Zolpidem (Ambien) & Police",Mar 14 2008
,Like a First Kiss Without the Awkardness,Karschael,MDMA (Ecstasy) & Methylphenidate (Ritalin),Mar 14 2008
,More like No-Fun,Oolong,Caffeine,Mar 14 2008
,The Two Week Hangover,AM,Nutmeg,Mar 13 2008
,The Beauty of Nothing,The Dude652342345,5-MeO-DMT,Mar 13 2008
,The Fun Came to Me,Al,"MDMA (Ecstasy), Alcohol & Cannabis",Mar 12 2008
,Holy Sh!t!!!!!!,Flowbass,5-MeO-DMT,Mar 12 2008
,2C-Eternity,SplifferHSC,2C-E,Mar 11 2008
,Fear is the Mind Killer,Joker,DOM,Mar 10 2008
,For Dreamtime,Omen,Datura Stramonium & Dreams,Mar 9 2008
,The Beginning of Permanent Bliss,Rammy,MDMA (Ecstasy) & Cannabis,Mar 9 2008
,Softening the Night,SagaciousCalamity,Oxycodone & Tobacco - Cigarettes,Mar 9 2008
,Occasionally I Die,Danielle,Cannabis,Mar 8 2008
,Pleasant Despite Stressful Circumstances,P,2C-B,Mar 5 2008
,A Total Nightmare,Clover,2C-I,Mar 5 2008
,Psychedelic Jitters,The Saint,2C-T-2,Mar 5 2008
,Dancing Trees,19kb88,2C-E,Mar 5 2008
,Simple Preparation and a Powerful Juice!,Hongkongbong,Syrian Rue & Morning Glory,Mar 4 2008
,Scary Trip,Kevin,Cannabis,Mar 4 2008
,Core of the Earth,Dirt,Salvia divinorum (5x extract),Mar 4 2008
,First Hallucinogenic Experience,Shaolin,2C-I,Mar 4 2008
,The Brownies From Hell,Evil Brownies,Cannabis,Mar 3 2008
,An Experience I Won't Soon Forget,A Universe To Come,"LSD, Syrian Rue, Mimosa Hostillis & Mushrooms",Mar 3 2008
,A Defining Night,Sage,H.B. Woodrose,Mar 2 2008
,The Deep Dark Jungle,Breakinxnightz,Salvia divinorum (tincture),Mar 2 2008
,My Struggle with Depression,Mackay,Various,Mar 1 2008
,The Brownie Experience,Anon_pothead,Cannabis,Mar 1 2008
,The Best Legal High,Pleasantly Surprised,Poppies - Opium (tea),Mar 1 2008
,Duster Danger,Eric,Inhalants - Duster,Mar 1 2008
,Gosh I Love Phenethylamines.........,TeKtonik,Trichocereus Peruvianus,Mar 1 2008
,Almost Died!,SearchinGuy,Mushrooms,Mar 1 2008
,"One Ticket, Two Rides",Ms. Fairy Sara,MDMA (Ecstasy) & Cannabis,Feb 29 2008
,Everything Felt Like Rubber,Pinky,Mushrooms,Feb 29 2008
,Reassembling Reality,Pdoubleu,Mushrooms,Feb 29 2008
,A Long Awaited Trip,Progpsych,Mushrooms & Cannabis,Feb 29 2008
,My Prescription,ChronicK,Fentanyl,Feb 29 2008
,Kicked Up a Notch,One Way Mule,Amphetamines (Adderall) & Cannabis,Feb 29 2008
,A Hard Lesson,Y. Kusuri,Salvia Divinorum A,Feb 29 2008
,Playing with Mescalito,Elmaximo,Mescaline,Feb 29 2008
,It was Really Nice,Narcannot,Morphine,Feb 29 2008
,Sedated,Bree,Nutmeg,Feb 29 2008
,The Incredible Feeling of Being Alive,Bemushroomed1,Difluoroethane,Feb 29 2008
,Existence In a Giant Semi-Noncorporeal Pillow,Indelibleface,GBL,Feb 28 2008
,An Astoundingly Improved Life,Rivendale286,St. John's Wort,Feb 28 2008
,Not Worth the Next Day Hangover,Xnaught,Kratom (15x Extract),Feb 28 2008
,Thinking Mushrooms Taking Meds,MKR,"Mushroom - P. cyanescens, Syrian Rue, Lithium & Lamotrigine",Feb 28 2008
,Neither Here Nor There,K,Cocaine & Cannabis,Feb 27 2008
,Universal Conclusions,Booth,Amanita muscaria,Feb 27 2008
,It Puts the 'T' in Trip,AdultsAndChildren,Salvia divinorum (15x extract),Feb 26 2008
,"Hey God, Can You Make the Picture Smaller?",Encatuse,Salvia divinorum (15x extract),Feb 26 2008
,Cell of Insanity,Nikki6,Mushrooms,Feb 25 2008
,A Trip To the Mall,LoveDrugs,Mushrooms,Feb 25 2008
,Cartoon Valley,High School High,Salvia divinorum (15x extract),Feb 25 2008
,Beauty and Truth in Everything,Home Again,Mushrooms,Feb 25 2008
,Running Through the House of My Mind,Mr. Chris,Salvia Divinorum (5x extract),Feb 24 2008
,Benzodiazepine Burn,Lekt,"Ambien, Alcohol & Caffeine",Feb 24 2008
,Bathroom Asylum,EL,Salvia divinorum,Feb 24 2008
,A Crazy Physical Rollercoaster,Phiz,Quetiapine (Seroquel) & Amphetamines (Adderall),Feb 24 2008
,The White Lady,Anon,Cocaine,Feb 24 2008
,What Was I On Again?,Zetscho,"Cocaine, Salvia divinorum & Alcohol",Feb 24 2008
,Monster Inside Me,Bad Experience,Lorazepam & Alcohol,Feb 23 2008
,Feeling Death,Myka,Mushrooms - P. semilanciata & Cannabis,Feb 23 2008
,The Paper Prison World,Steerpike,Salvia divinorum (10x extract),Feb 23 2008
,Zoning and Speeding,Where-Am-I,"Caffeine, Pharmaceuticals & Migraines",Feb 23 2008
,Cartoon Reality,GanjRockr,Salvia divinorum (5x extract),Feb 22 2008
,Reading In The Sun,Charliegibbons,Leonotis leonurus,Feb 22 2008
,Teacher of Moderation,kenaz,Sceletium tortuosum,Feb 22 2008
,A 9.8,dshel,Oxymorphone,Feb 22 2008
,A Very Good Pick Me Up,Psych0naut,Sceletium tortuosum,Feb 19 2008
,"Fireworks, Too Amazing to Imagine",Dave,MDMA (Ecstasy),Feb 18 2008
,It Controls Me,Shady12,Cocaine,Feb 18 2008
,Probably Better Seperately,Anonymous,Mushrooms & Dimenhydrinate,Feb 18 2008
,South African Woodstock Candyflip,Brey,"LSD, MDMA (Ecstacy) & Cannabis",Feb 18 2008
,A One Hour Minute,Cosmonaut_Roger,Salvia divinorum,Feb 18 2008
,Hell in Amsterdam,Nick,Magic Mushrooms,Feb 18 2008
,Insanity,Alexa,Amphetamines - Adderall,Feb 18 2008
,If You Go Chasing Rabbits...,Lyle,LSD & Cocaine,Feb 17 2008
,Potent Mood Enhancer,EdCrane,Leonotis leonurus,Feb 17 2008
,Everything is Alive,Billy Idol,Mushrooms,Feb 17 2008
,Shits n' Seizures,Boomer,LSD,Feb 16 2008
,Supergroovalisticprosifunkstication,SmokingMan,"MDMA (Ecstasy), MDA & Cannabis",Feb 14 2008
,Methamphetamine and Anti-Psychotics,Voo,"Methamphetamine, Lithium & Abilify (aripiprazole)",Feb 13 2008
,Completely Sober,Jeremy,Amphetamines (Generic Adderall) & Diphenhydramine (Benadryl),Feb 13 2008
,Engulfed,Hot Milk,LSD,Feb 13 2008
,Tralfamadorian Cruise Control,Besoter,Salvia divinorum (extract),Feb 13 2008
,I Have Been Such a Fool,Micwool,Salvia divinorum (40x extract & tincure),Feb 12 2008
,How Do I Get Back,Still Learning,Salvia divinorum (10x extract),Feb 11 2008
,Heavens Rolled Up Like a Scroll,Still Learniing,Salvia divinorum (10x extract),Feb 11 2008
